Band_8;Band_9;Band_3;Band_10;Band_11;Band_4;Band_12;Band_1;Band_13;Band_14;Band_15;Band_2;Band_16;Band_17;Band_18;Band_19;Band_5;Band_6;Band_7
6.69E-05;0;5.94E-05;6.62E-05;0;0;0;2.57E-05;2.27E-05;7.97E-06;2.71E-05;1.07E-05;0.000635217;0.000880489;8.86E-05;0.000175821;0.000362592;0.00114376;0.000300633
0;0.00193717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00283349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00395436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00707876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000118165;0;9.48E-05;7.16E-05;0;0;0;4.71E-05;4.03E-05;1.41E-05;2.94E-05;1.34E-05;0.000606898;0.000869612;0.000107263;0.000223303;0.000415579;0.00359902;0.000276261
0;0.0125305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.0291913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.0553052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.113904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.45E-05;0;0.000119635;7.69E-05;0;0;0;7.70E-05;2.86E-05;1.23E-05;2.93E-05;1.25E-05;0.000850426;0.00105499;0.00014657;0.000290183;0.000480299;0.000113875;0.000124103
0;0.164168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.247134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.329724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.517874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000151329;0;0.000137343;0.000125787;0;0;0;6.46E-05;1.37E-05;1.06E-05;2.91E-05;7.20E-06;0.00197585;0.0014393;0.000182415;0.00064048;0.000704418;0.000113855;0.000243604
0;0.686537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.899397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.950015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00108751;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00191672;0;0;0
0;0.961036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00337639;0;0;0
0.000230796;0;0.000157302;0.000201425;0;0;0;0.000103495;2.58E-05;1.44E-05;3.75E-05;1.46E-05;0.00173451;0.002407;0.00037556;0;0.000993038;8.35E-05;0.000126424
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00643322;0;0;0
0;0.951878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0118963;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0234688;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0439229;0;0;0
0;0.941617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0800571;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.137202;0;0;0
0;0.947638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.216302;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.320583;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.440943;0;0;0
0;0.972597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57562;0;0;0
0.000197672;0;0.000228641;0.000201415;0;0;0;0.000146338;3.63E-05;1.87E-05;2.56E-05;9.93E-06;0.00302237;0.00269147;0.00102471;0;0.00209355;5.31E-05;0.000590041
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.705557;0;0;0
0;0.992119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.821097;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.908016;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00153669;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.965926;0;0;0
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.993946;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;0.982019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00381636;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.992554;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.984748;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.971232;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000552173
0;0.948361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00716805;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.944046;0;0;0
0.000163882;0;0.000151557;0.000179707;0;0;0;9.00E-05;4.60E-05;2.00E-05;3.18E-05;5.57E-06;0.00064762;0.00498437;0.00382516;0;0;5.43E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89756;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.905963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.821835;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00138738
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0140354;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.725226;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.624753;0;0;0
0;0.747951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.507534;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00246915
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0287295;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.374478;0;0;0
0;0.537965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.227633;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.112904;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0032992
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0638651;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0547014;0;0;0
0;0.230191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0295694;0;0;0
5.33E-05;0;9.43E-05;7.63E-05;0;0;0;4.55E-05;2.61E-05;2.56E-05;1.87E-05;9.53E-06;0.000414696;0.00054015;0.000156606;0;0;0.000109354;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0176688;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00373277
0;0.133463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.141549;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0115852;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0080226;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00570772;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00433887
0;0.0674524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.299075;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00415471;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00296429;0;0;0
0;0.0508459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00202834;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00608017
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.536146;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00131317;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00079151;0;0;0
0;0.0368758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000506564;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0102262
6.35E-05;0;7.71E-05;5.76E-05;0;0;0;1.56E-05;1.23E-05;3.34E-05;1.87E-05;5.24E-06;0.000379999;0.000429834;0.000110504;0;0;0.000165201;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.781357;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000271489;0;0;0
0;0.03086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000139951;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0179884
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.932649;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.022257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0313845
0;0.0170015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.978567;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0492473
0;0.00998963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.991874;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5.14E-05;0;7.07E-05;2.88E-05;0;0;0;1.72E-05;1.68E-05;3.26E-05;1.85E-05;4.56E-06;0.000313011;0.000362876;5.38E-05;0.000283096;0;0.000138523;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00775458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0744332
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.119953
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.995018;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.210168
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.985953;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.45E-05;0.00477509;7.36E-05;3.78E-05;0;0;0;1.26E-05;1.77E-05;3.68E-05;2.03E-05;1.03E-05;0.00039022;0.000398638;4.00E-05;0.000187054;0;0.000342517;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.365959
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.984673;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.557468
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.983359;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.710465
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.896885;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.790124
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.51E-05;0.00550343;5.84E-05;4.08E-05;0;0;0;1.09E-05;1.48E-05;2.82E-05;2.15E-05;1.29E-05;0.000716057;0.000470914;3.21E-05;0.000100899;0;0.00631466;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.657037;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00260296;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00811997;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.834156
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.349541;0.020514;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0466882;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0968849;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.874839
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.150066;0.176443;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.283054;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40788;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.908208
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0696377;0.5397;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.44E-05;0.00352123;6.47E-05;4.97E-05;0;0;0;8.61E-06;1.58E-05;1.45E-05;1.10E-05;1.13E-05;0.000338653;0.000465606;2.21E-05;5.30E-05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.671584;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.795694;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.933493
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0367187;0.895987;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96191;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99259;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.963159
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0197457;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.995637;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.982598;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.988785
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0101436;0.952544;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.895022;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.32E-05;0.00129277;9.03E-05;5.04E-05;0;0;0;2.76E-05;1.75E-05;1.52E-05;2.06E-05;1.68E-05;0.000277349;0.000405742;2.20E-05;4.06E-05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800844;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.677737;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00500915;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.538162;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39978;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.995003
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.271567;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282929;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.160349;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0801314;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.986899
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00185772;0.034489;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0141569;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00514307;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.957158
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.76E-05;0.00294685;8.40E-05;5.70E-05;0;0;0;2.72E-05;8.81E-06;6.23E-06;1.52E-05;9.83E-06;0.000288153;0.000345988;9.16E-06;7.49E-05;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00139462;0.00181415;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.866557
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.710571
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.523736
8.88E-05;0.00218502;8.74E-05;5.29E-05;0;0;0;2.44E-05;1.74E-05;8.51E-06;1.07E-05;9.05E-06;0.000356459;0.000332874;8.32E-06;8.30E-05;0.0012781;0.000328852;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.355433
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22512
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.135065
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000139009;0.00188737;0.000118499;7.57E-05;0;0;0;2.70E-05;1.50E-05;7.09E-06;1.34E-05;4.68E-06;0.000184447;0.000259072;5.64E-06;0.000148341;0.000675349;8.01E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0778813
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0456242
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0289594
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0204673
4.80E-05;0.00200623;6.29E-05;6.46E-05;0;0;0;3.12E-05;1.14E-05;6.48E-06;9.59E-06;5.77E-06;0.000150656;0.000218223;9.62E-06;0.000208409;0.00058151;3.70E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0158911
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0129311
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0103355
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.38E-05;9.24E-05;4.32E-05;4.67E-05;0;0;0;1.48E-05;1.00E-05;6.89E-06;1.16E-05;4.77E-06;0.000155525;0.000209644;5.03E-06;0.000125084;0.000362182;2.56E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00772749
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00555292
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00377608
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.27E-05;6.44E-05;5.74E-05;4.69E-05;0;0;0;1.68E-05;9.66E-06;5.23E-06;7.33E-06;3.94E-06;0.000268848;0.000190268;7.17E-06;9.99E-05;0.000423911;4.04E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00259656
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00191091
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0015974
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00148869
4.12E-05;8.82E-05;2.87E-05;3.55E-05;0;0;0;7.55E-06;1.64E-05;5.75E-06;7.21E-06;7.06E-06;7.61E-05;0.000136053;4.09E-06;0.000129476;0.000381458;1.90E-05;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00148732
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00151618
5.93E-05;8.12E-05;5.06E-05;6.18E-05;0;0;0;3.09E-05;1.44E-05;3.45E-06;8.21E-06;5.61E-06;6.71E-05;0.000127374;5.05E-06;0.000278277;0.00045003;5.15E-05;0.00181252
6.13E-05;7.90E-05;4.23E-05;4.64E-05;0;0;0;9.48E-06;1.36E-05;9.13E-06;1.04E-05;3.99E-06;0.000275005;0.0002378;4.58E-06;0.000161826;0.000512839;5.09E-05;0.000864731
5.36E-05;0.000279722;3.85E-05;6.04E-05;0;0;0;1.16E-05;1.85E-05;1.07E-05;9.65E-06;3.25E-06;8.28E-05;0.000136736;9.39E-06;0.000307667;0.000529104;3.83E-05;0.000679166
6.06E-05;8.73E-05;8.53E-05;9.76E-05;0;0;0;3.36E-05;3.23E-05;1.19E-05;8.53E-06;8.68E-06;5.90E-05;0.000180565;8.02E-06;0.000211423;0.000261951;6.00E-05;0.00127365
7.26E-05;9.06E-05;6.37E-05;5.23E-05;0;0;0;2.06E-05;2.17E-05;9.31E-06;8.98E-06;6.03E-06;4.87E-05;0.000789037;8.33E-06;0.000187154;6.45E-05;7.30E-05;0.000915256
7.03E-05;0.000123485;7.83E-05;8.69E-05;0;0;0;3.68E-05;1.40E-05;1.11E-05;7.52E-06;9.31E-06;6.71E-05;6.96E-05;1.32E-05;0.000184347;7.39E-05;0.000458573;0.00165244
7.90E-05;0.000201437;0.000105559;0.000117684;0;0;0;2.48E-05;2.59E-05;1.77E-05;1.99E-05;5.86E-06;9.13E-05;5.91E-05;1.85E-05;0.000373871;0.000150047;0.000198642;0.000559615
9.24E-05;0.000254824;0.000125489;0.000147165;0;0;0;5.27E-05;5.18E-05;2.23E-05;1.02E-05;1.16E-05;0.00010255;7.38E-05;2.60E-05;0.000678731;0.000182747;0.000721875;0.000206005
