Band_8;Band_9;Band_3;Band_10;Band_11;Band_4;Band_12;Band_1;Band_13;Band_14;Band_15;Band_2;Band_16;Band_17;Band_18;Band_19;Band_5;Band_6;Band_7
0;0;0;0.97297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0.992396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.984551;0;0;0;0;0;0;0
0;0;0;0.998384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.93678;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.93678;0;0;0;0;0;0;0
2.29E-05;3.66E-05;0.00040863;0;0;0;0;0.000597368;0.000508293;0.000287303;0.00118021;0;3.23E-06;5.26E-06;1.77E-06;3.25E-06;3.94E-05;1.46E-05;4.44E-05
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.837459;0;0;0;0;0;0;0
0;0;0;0.995265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.679754;0;0;0;0;0;0;0
0;0;0;0.986303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.48634;0;0;0;0;0;0;0
0;0;0;0.974737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.278806;0;0;0;0;0;0;0
0;0;0;0.968763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.10666;0;0;0;0;0;0;0
0;0;0;0.96809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.0309991;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.973408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.00901877;0;0;0;0;0;0;0
0;0;0;0.983348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.00326324;0;0;0;0;0;0;0
0;0;0;0.9879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.00158635;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.00158635;0;0;0;0;0;0;0
0;0;0;0.982297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000927721;0;0;0;0;0;0;0
1.81E-05;3.38E-05;0.000671076;0;0;0;0;0.000538533;0.000133733;0.000385956;0.000827893;0;2.21E-06;4.39E-06;1.10E-06;3.89E-06;2.04E-05;1.64E-05;5.21E-05
0;0;0;0.962784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000587577;0;0;0;0;0;0;0
0;0;0;0.905679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000464533;0;0;0;0;0;0;0
0;0;0;0.789595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000360024;0;0;0;0;0;0;0
0;0;0;0.613405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000337509;0;0;0;0;0;0;0
0;0;0;0.407221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000252814;0;0;0;0;0;0;0
0;0;0;0.204311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.00013101;0;0;0;0;0;0;0
0;0;0;0.0817568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.0280225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0.000229561;0;0;0;0;0;0;0
0;0;0;0.00990879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.00405509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.29E-05;2.82E-05;0.00209956;0;0;0;0;0.000453382;2.69E-05;0.000610857;0.000800978;0.000791123;4.52E-06;7.76E-06;1.50E-06;3.26E-06;4.65E-05;2.56E-05;5.34E-05
0;0;0;0.00177973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.32E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.000796375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.000407501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.000175489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.90E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.000115072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0.000122163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6.88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7.78E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8.08E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.85E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6.58E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3.49E-05;0.00106929;0;0;0;0;0.000371349;1.67E-05;0.000813985;0.00108695;0.000644297;5.40E-06;1.71E-06;1.86E-06;1.70E-06;2.29E-05;1.02E-05;4.52E-05
0;0;0;5.46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.58E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5.29E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3.85E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3.72E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6.07E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.01E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.37E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3.87E-05;0.00076584;3.07E-05;0;0;0;0.00015448;1.23E-05;0.000855205;0.000342902;0.000205371;1.30E-05;2.60E-05;0.000118104;1.37E-05;3.02E-05;2.06E-05;7.61E-05
6.87E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9.20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000111932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7.15E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7.11E-05;0.000187496;1.96E-05;0;0;0;2.54E-05;8.47E-06;0.000249298;7.44E-05;3.73E-05;5.44E-05;0.000186616;0.000433429;9.72E-05;8.64E-05;3.29E-05;0.000122853
6.02E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000119795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000348286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7.33E-05;4.74E-05;2.38E-05;0;0;0;1.93E-05;5.84E-06;4.21E-05;4.45E-05;1.88E-05;0.00011938;0.000277324;0.000599286;7.86E-05;5.40E-05;0.00012702;0.000142052
0.00119145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0055696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0259655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.62E-05;0;0;0;0;0;0
0.146929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;5.28E-05;0;0;0;0;0;0
0;0.000150153;5.66E-05;1.82E-05;0;0;0;2.83E-05;7.46E-06;0.000149763;9.55E-06;2.00E-05;0;0.000537109;0.00194776;0.000122973;3.99E-05;6.66E-05;0.000140011
0.367228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.50E-05;0;0;0;0;0;0
0.68446;0;0;0;0;0;0;0;0;0;0;0;7.53E-05;0;0;0;0;0;0
0.724822;0;0;0;0;0;0;0;0;0;0;0;7.50E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000104318;0;0;0;0;0;0
0.727771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;6.92E-05;0;0;0;0;0;0
0;0.000235526;6.11E-05;2.55E-05;0;0;0;2.56E-05;1.02E-05;2.49E-05;8.20E-06;9.11E-06;0;0.000703897;0.00196638;0.000137561;2.02E-05;0.000143044;0.000202883
0.733656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;6.58E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.745276;0;0;0;0;0;0;0;0;0;0;0;0.000100841;0;0;0;0;0;0
0.753959;0;0;0;0;0;0;0;0;0;0;0;0.000104205;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000103354;0;0;0;0;0;0
0.768836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000154793;0;0;0;0;0;0
0;0.00037673;7.75E-05;3.31E-05;0;0;0;5.22E-05;1.69E-05;6.80E-06;7.63E-06;3.15E-06;0;0.000958785;0.00239308;0.000140754;1.28E-05;2.75E-05;0.000110726
0.774306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000162017;0;0;0;0;0;0
0.790446;0;0;0;0;0;0;0;0;0;0;0;0.000169826;0;0;0;0;0;0
0.813292;0;0;0;0;0;0;0;0;0;0;0;0.000166475;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000229573;0;0;0;0;0;0
0.868503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000290304;0;0;0;0;0;0
0;0.000182532;7.68E-05;3.37E-05;0;0;0;1.39E-05;7.64E-06;6.22E-06;6.83E-06;4.36E-06;0;0.000428901;0.00152298;4.17E-05;5.31E-05;2.58E-05;6.57E-05
0.904408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000416434;0;0;0;0;0;0
0.965654;0;0;0;0;0;0;0;0;0;0;0;0.000667772;0;0;0;0;0;0
0.990801;0;0;0;0;0;0;0;0;0;0;0;0.00307108;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.0355434;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.229718;0;0;0;0;0;0
0;0.00103705;0.000139575;6.21E-05;0;0;0;8.68E-05;1.49E-05;6.46E-06;1.55E-05;1.33E-05;0;0.00507117;0.00495385;0.000123478;6.65E-05;4.17E-05;0.000155889
0.946519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.599596;0;0;0;0;0;0
0.816125;0;0;0;0;0;0;0;0;0;0;0;0.9181;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0013325;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00410076;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00410076;0;0;0;0;0
0.730804;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00932115;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0206315;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.909819;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0437816;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0437816;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.546438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.090595;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.754917;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.179606;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.179606;0;0;0;0;0
0;0.00105425;0.000131291;6.14E-05;0;0;0;0.000114069;2.42E-05;6.07E-06;1.26E-05;1.19E-05;0;0;0.000302361;5.23E-05;4.01E-05;4.29E-05;0.000109906
0.383817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.313027;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.427553;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.476246;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.476246;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.638402;0;0;0;0;0
0.164949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.165705;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.795755;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.919454;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.919454;0;0;0;0;0
0.0879277;0;0;0;0;0;0;0;0;0;0;0;0.00471512;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.986185;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0.000157019;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.994435;0;0;0;0;0
0.0310486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.978343;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.978343;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;6.01E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.936855;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.000808676;8.99E-05;5.74E-05;0;0;0;0.000100315;1.81E-05;3.11E-06;1.04E-05;5.14E-06;0;0;0.000261292;1.24E-05;1.71E-05;3.47E-05;0.000125404
0.0157825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.845562;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;5.98E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.717473;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.717473;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.578804;0;0;0;0;0
0.00466254;0;0;0;0;0;0;0;0;0;0;0;5.81E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.430299;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.430299;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.261534;0;0;0;0;0
0.00226284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1125;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.1125;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0421549;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.17E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0168964;0;0;0;0;0
0.00084344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00817022;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00817022;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.46E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00411615;0;0;0;0;0
0;0.000120428;6.81E-05;2.49E-05;0;0;0;7.41E-05;5.67E-06;2.33E-06;5.80E-06;1.61E-06;0;0;0.000335598;9.32E-06;2.08E-05;0.000119187;0.000183974
0.000467935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00207049;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.00207049;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011106;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.000498728;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0.000498728;0;0;0;0;0
0.000182585;0;0;0;0;0;0;0;0;0;0;0;4.93E-05;0;0;0;0;0;0
0.000107413;0;0;0;0;0;0;0;0;0;0;0;4.64E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.16E-05;0;0;0;0;0;0
7.64E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;3.96E-05;0;0;0;0;0;0
0;0.000412739;3.14E-05;2.14E-05;0;0;0;5.80E-05;3.78E-06;4.09E-06;5.74E-06;2.54E-06;0;0.000721096;0.000408577;1.12E-05;2.91E-05;0.000362213;0.000377622
8.30E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.56E-05;0;0;0;0;0;0
0.000114591;0;0;0;0;0;0;0;0;0;0;0;4.67E-05;0;0;0;0;0;0
0.000106094;0;0;0;0;0;0;0;0;0;0;0;4.26E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.09E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;3.73E-05;0;0;0;0;0;0
0;9.05E-05;2.40E-05;1.97E-05;0;0;0;3.89E-05;8.33E-06;2.95E-06;7.34E-06;3.81E-06;0;0.000112995;0.000524848;1.41E-05;5.79E-05;0.00025814;0.000232028
7.74E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;5.16E-05;0;0;0;0;0;0
0.000100684;0;0;0;0;0;0;0;0;0;0;0;4.61E-05;0;0;0;0;0;0
0.000109653;0;0;0;0;0;0;0;0;0;0;0;5.89E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.000120549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4.78E-05;0;0;0;0;0;0
0;0.000106752;3.75E-05;2.23E-05;0;0;0;5.28E-05;7.27E-06;3.96E-06;8.10E-06;1.90E-06;0;0.000105469;0.000784429;1.04E-05;4.17E-05;4.99E-05;9.28E-05
0.000127597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;5.58E-05;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.14E-05;4.23E-05;2.94E-05;2.58E-05;0;0;0;1.90E-05;8.24E-06;1.37E-06;3.61E-06;2.34E-06;2.88E-05;4.06E-05;0.000615744;1.27E-05;1.01E-05;1.79E-05;9.35E-05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00263646;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00436661;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00750206;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0147673;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0319952;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0731371;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.149887;0;0;0;0
2.88E-05;8.47E-05;4.62E-05;2.97E-05;0;0;0;2.37E-05;1.20E-05;2.74E-06;1.29E-05;2.89E-06;0.000138141;0.000374666;0;0.000154054;6.27E-05;8.09E-05;0.000102392
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27305;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.425666;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.590853;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.756157;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.893901;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.968958;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999002;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.948556;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.850051;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.26E-05;6.57E-05;4.69E-05;2.79E-05;0;0;0;3.61E-05;2.08E-05;3.43E-06;1.46E-05;1.42E-06;0.000156169;0.000532363;0;0.000452058;0.00012862;5.58E-05;8.24E-05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.724795;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.579505;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.394172;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212883;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.092485;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0417258;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0188261;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00845815;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00379639;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00170488;0;0;0;0
3.89E-05;0.000215214;3.05E-05;2.60E-05;0;0;0;4.93E-05;1.01E-05;1.05E-05;1.25E-05;3.85E-06;0.000185282;0.000527135;0;0.000321376;0.000281897;3.41E-05;0.000101442
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000776378;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000335113;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000145035;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.22E-05;0.000440674;8.99E-05;4.31E-05;0;0;0;2.95E-05;1.39E-05;7.05E-06;1.90E-05;6.87E-06;0.000344619;0.000537842;0.000175852;0.000195408;0.000626594;3.12E-05;9.61E-05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.94E-05;0.000825851;6.85E-05;3.33E-05;0;0;0;1.83E-05;1.86E-05;5.61E-06;1.91E-05;3.65E-06;0.000710474;0.000508853;7.53E-05;0.000166237;0.00218818;4.31E-05;0.000120111
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.94E-05;0.0010283;0.000109446;5.41E-05;0;0;0;2.64E-05;1.60E-05;1.21E-05;2.00E-05;5.32E-06;0.000564728;0.000707279;7.89E-05;0.000152778;0.000190119;0.000109264;0.00013732
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5.68E-05;0.00179476;6.62E-05;4.56E-05;0;0;0;2.78E-05;1.72E-05;1.14E-05;1.54E-05;5.65E-06;0.00103737;0.000922151;7.42E-05;0.000150773;0.000122838;0.000166402;0.000107925
0;0.000746964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00113458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.00165372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
